,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,Unnamed: 0.2,spotRate,spotAveragePoint,spotName,New_cat,New_sub_cat,spotLat,spotLng,zipcode,spotAddress,spotBuildingName,spotTel,sfiInfo,naver_rating_score,naver_rating_count,card_review_json,naver_open_hours,user_reviews,theme_keyword,menu
1364,1364,1364,1364,1364,mid,4.0,금천(문창점),7,,36.313950804582,127.43634433405,35032.0,대전광역시 중구 문창로 3,,,[1],,,,,,,
1365,1365,1365,1365,1365,mid,4.0,해피마트,7,,36.316266573692,127.43789393559,35029.0,대전광역시 중구 보문로20번길 38,,042-286-1731,[1],4.37,['350'],"[{""\""\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""127""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""87""}, {""\""\u00ed\u0096\u0089\u00ec\u0082\u00ac \u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""28""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""20""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""16""}, {""\""\u00ec\u008b\u00a0\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u008e\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""12""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""10""}, {""\""\u00ed\u0095\u00a0\u00ec\u009d\u00b8/\u00ec\u00a0\u0081\u00eb\u00a6\u00bd\u00ec\u009d\u0084 \u00ec\u009e\u0098 \u00ec\u00b1\u0099\u00ea\u00b2\u00a8\u00ec\u00a4\u0098\u00ec\u009a\u0094\"""": ""9""}, {""\""\u00eb\u00b0\u00b0\u00eb\u008b\u00ac \u00ec\u008b\u009c\u00ec\u008a\u00a4\u00ed\u0085\u009c\u00ec\u009d\u00b4 \u00ed\u008e\u00b8\u00eb\u00a6\u00ac\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""6""}, {""\""\u00ea\u00b3\u00bc\u00ec\u00b1\u0084\u00ea\u00b0\u0080 \u00ec\u008b\u00a0\u00ec\u0084\u00a0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ec\u00a6\u0089\u00ec\u0084\u009d\u00ec\u00a1\u00b0\u00eb\u00a6\u00ac \u00ec\u008b\u009d\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ea\u00b3\u00a0\u00ea\u00b8\u00b0 \u00ec\u00a7\u0088\u00ec\u009d\u00b4 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""2""}]","['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">21:30에 영업 종료</time><span class=""place_blind"">21시 30분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">매일</span><div class=""H3ua4"">08:30 - 21:30</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
1366,1366,1366,1366,1366,mid,4.0,프랑세즈,7,,36.317356823735,127.4576679938,,,,042-282-0331,[1],4.34,['92'],"[{""\""\u00eb\u00b9\u00b5\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""28""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""21""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""6""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u00a9\u0094\u00eb\u0089\u00b4\u00ea\u00b0\u0080 \u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ec\u00bb\u00a4\u00ed\u0094\u00bc\u00ea\u00b0\u0080 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""1""}, {""\""\u00ed\u0099\u0094\u00ec\u009e\u00a5\u00ec\u008b\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u00a8\u00eb\u0081\u0097\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""1""}]","['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">22:00에 영업 종료</time><span class=""place_blind"">22시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ undefined""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일</span><div class=""H3ua4""><span>정기휴무 (매주 일요일)</span></div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
1367,1367,1367,1367,1367,mid,4.0,메두사,7,,36.316763547245,127.45915668729,34676.0,대전광역시 동구 옥천로 168,,042-320-8070,[1],no_rating,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">21:00에 영업 종료</time><span class=""place_blind"">21시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ undefined""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수</span><div class=""H3ua4""><span>정기휴무 (매주 수요일)</span></div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일</span><div class=""H3ua4"">10:00 - 21:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
1368,1368,1368,1368,1368,mid,4.0,대원빌딩,7,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,042-527-2042,[1],no_rating,,,[],{},[],{}
1369,1369,1369,1369,1369,mid,4.0,LG u+  우수대리점,7,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,,[1],,,,,,,
1370,1370,1370,1370,1370,mid,4.0,Gs25 유천대원점,7,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,,[1],no_rating,,,,,,
1371,1371,1371,1371,1371,mid,4.0,콜핑 대전중구점 ,7,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,,[1],,,,,,,
1372,1372,1372,1372,1372,mid,4.0,즐거운치과,2,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,042-531-2274,[1],no_rating,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>진료 중</em><span class=""U7pYf""><time aria-hidden=""true"">18:00에 진료 종료</time><span class=""place_blind"">18시 0분에 진료 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월</span><div class=""H3ua4"">09:50 - 18:00<br/>13:00 - 14:00 휴게시간</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화</span><div class=""H3ua4"">09:50 - 18:00<br/>13:00 - 14:00 휴게시간</div></span></div></div>', '<div class=""w9QyJ undefined""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수</span><div class=""H3ua4""><span>정기휴무 (매주 수요일)</span></div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목</span><div class=""H3ua4"">09:50 - 18:00<br/>13:00 - 14:00 휴게시간</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금</span><div class=""H3ua4"">09:50 - 18:00<br/>13:00 - 14:00 휴게시간</div></span></div></div>', '<div class=""w9QyJ undefined""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토(3/25)</span><div class=""H3ua4""><span>휴무</span></div></span></div></div>', '<div class=""w9QyJ undefined""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일</span><div class=""H3ua4""><span>정기휴무 (매주 일요일)</span></div></span></div></div>', '<div class=""w9QyJ yN6TD""><div class=""y6tNq""><span class=""A_cdD""></span></div></div>', '<div class=""w9QyJ yN6TD""><div class=""y6tNq""><span class=""A_cdD""><div> - 치과로 전화 후 내원 부탁드립니다^^</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
1373,1373,1373,1373,1373,mid,4.0,수미현꼬마김밥,0,2.0,36.37253399706,127.31900470418,34086.0,대전광역시 유성구 은구비남로33번길 5,,,[1],,,,,,,
1374,1374,1374,1374,1374,mid,4.0,올레,7,,36.37253399706,127.31900470418,34086.0,대전광역시 유성구 은구비남로33번길 5,,02-2222-2255,[1],4.92,['10'],[],[],{},[],{}
1375,1375,1375,1375,1375,mid,4.0,폼프리츠,0,9.0,36.37253399706,127.31900470418,34086.0,대전광역시 유성구 은구비남로33번길 5,,,[1],,,,,,,
1376,1376,1376,1376,1376,mid,4.0,유플러스,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,042-825-4027,[1],no_rating,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">20:00에 영업 종료</time><span class=""place_blind"">20시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월</span><div class=""H3ua4"">10:00 - 20:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화</span><div class=""H3ua4"">10:00 - 20:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수</span><div class=""H3ua4"">10:00 - 20:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목</span><div class=""H3ua4"">10:00 - 20:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금</span><div class=""H3ua4"">10:00 - 20:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토</span><div class=""H3ua4"">10:00 - 20:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일</span><div class=""H3ua4"">10:00 - 20:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
1377,1377,1377,1377,1377,mid,4.0,두피 탈모,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,042-525-8260,[1],no_rating,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">20:00에 영업 종료</time><span class=""place_blind"">20시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">매일</span><div class=""H3ua4"">09:30 - 20:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
1378,1378,1378,1378,1378,mid,4.0,아가방,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,042-823-5623,[1],4.3,['126'],"[{""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""14""}, {""\""\u00ec\u00a2\u0085\u00eb\u00a5\u0098\u00ea\u00b0\u0080 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""7""}, {""\""\u00ed\u0092\u0088\u00ec\u00a7\u0088\u00ec\u009d\u00b4 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""4""}, {""\""\u00ec\u008b\u009c\u00ec\u0084\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u0094\u00eb\u0081\u0094\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00eb\u00b6\u0084\u00ec\u009c\u0084\u00ea\u00b8\u00b0\u00ea\u00b0\u0080 \u00ed\u008e\u00b8\u00ec\u0095\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00eb\u00b9\u0084\u00ec\u008b\u00bc \u00eb\u00a7\u008c\u00ed\u0081\u00bc \u00ea\u00b0\u0080\u00ec\u00b9\u0098\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""1""}]","['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">21:00에 영업 종료</time><span class=""place_blind"">21시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토</span><div class=""H3ua4"">10:00 - 21:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일</span><div class=""H3ua4"">10:00 - 20:00</div></span></div></div>', '<div class=""w9QyJ yN6TD""><div class=""y6tNq""><span class=""A_cdD""><div> - 설연휴 당일부터 쉽니다</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
1379,1379,1379,1379,1379,mid,4.0,클랜씨,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,,[1],,,,,,,
1380,1380,1380,1380,1380,mid,4.0,태국 안경원,2,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,,[1],,,,,,,
1381,1381,1381,1381,1381,mid,4.0,태국 안경원,2,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,,[1],,,,,,,
1382,1382,1382,1382,1382,mid,4.0,태양마트,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,042-477-6236,[1],4.46,['243'],"[{""\""\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""175""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""170""}, {""\""\u00ed\u0096\u0089\u00ec\u0082\u00ac \u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""53""}, {""\""\u00ed\u0095\u00a0\u00ec\u009d\u00b8/\u00ec\u00a0\u0081\u00eb\u00a6\u00bd\u00ec\u009d\u0084 \u00ec\u009e\u0098 \u00ec\u00b1\u0099\u00ea\u00b2\u00a8\u00ec\u00a4\u0098\u00ec\u009a\u0094\"""": ""48""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""41""}, {""\""\u00ec\u008b\u00a0\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u008e\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""32""}, {""\""\u00ea\u00b3\u00bc\u00ec\u00b1\u0084\u00ea\u00b0\u0080 \u00ec\u008b\u00a0\u00ec\u0084\u00a0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""12""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""11""}, {""\""\u00ec\u00a6\u0089\u00ec\u0084\u009d\u00ec\u00a1\u00b0\u00eb\u00a6\u00ac \u00ec\u008b\u009d\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""8""}, {""\""\u00eb\u00b0\u00b0\u00eb\u008b\u00ac \u00ec\u008b\u009c\u00ec\u008a\u00a4\u00ed\u0085\u009c\u00ec\u009d\u00b4 \u00ed\u008e\u00b8\u00eb\u00a6\u00ac\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ea\u00b3\u00a0\u00ea\u00b8\u00b0 \u00ec\u00a7\u0088\u00ec\u009d\u00b4 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""2""}]",[],{},[],{}
1383,1383,1383,1383,1383,mid,4.0,c&c편의점,7,,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,0507-1303-5641,[1],no_rating,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>운영 중</em><span class=""U7pYf""><time aria-hidden=""true"">19:00에 운영 종료</time><span class=""place_blind"">19시 0분에 운영 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월</span><div class=""H3ua4"">13:00 - 19:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화</span><div class=""H3ua4"">13:00 - 19:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수</span><div class=""H3ua4"">13:00 - 19:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목</span><div class=""H3ua4"">13:00 - 19:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금</span><div class=""H3ua4"">13:00 - 19:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토</span><div class=""H3ua4"">09:30 - 12:30</div></span></div></div>', '<div class=""w9QyJ undefined""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일</span><div class=""H3ua4""><span>정기휴무 (매주 일요일)</span></div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
