,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,Unnamed: 0.2,spotRate,spotAveragePoint,spotName,New_cat,New_sub_cat,spotLat,spotLng,zipcode,spotAddress,spotBuildingName,spotTel,sfiInfo,naver_rating_score,naver_rating_count,card_review_json,naver_open_hours,user_reviews,theme_keyword,menu
370,370,370,370,370,370,mid,4.0,김밥,0,1.0,36.422586101459,127.38801786966,34019.0,대전광역시 유성구 테크노4로 137,,0507-1347-8383,[1],4.64,[264],[],"{'월': ['10:00 - 20:30'], '화': ['10:00 - 20:30'], '수': ['10:00 - 20:30'], '목': ['10:00 - 20:30'], '금': ['10:00 - 20:30'], '토': ['10:00 - 20:30'], '일': ['정기휴무 (매주 일요일)']}","{'방가방가우리친구핸토리': '치즈등심돈가스 ₩9900 가락떡볶이 ₩7500 돈가_x000D_\n스는 생각보다 치즈가 많이 올려져있어 만족스러_x000D_\n웠고, 떡볶이도 맛있었지만 눌은듯한? 떡이 ...', 'Sukyung1004': '갈비만두가 땡겨서 갔는데 떡볶이도 맛있고 돈까스도 맛있어요~ 김밥은 원조쥬 ㅎ', 'wel****': '매운제육김밥의 맵기는 생각보다 매워요~_x000D_\n맛은 굿굿!! 잘먹었습니다~~'}","[<li class=""nc5wr""><span class=""pNnVF"">분위기</span><span class=""sJgQj"">고급진</span><span class=""sJgQj"">, 깔끔한인테리어</span></li>, <li class=""nc5wr""><span class=""pNnVF"">인기토픽</span><span class=""sJgQj"">만두</span><span class=""sJgQj"">, 갈비만두</span><span class=""sJgQj"">, 덮밥</span><span class=""sJgQj"">, 김밥집</span><span class=""sJgQj"">, 불고기</span></li>]","{'키토 크림치즈 호두 김밥': '6,500원', '우리 숙성지 참치 김밥': '6,700원', '가락 떡볶이': '8,500원', '갈비만두': '5,500원'}"
371,371,371,371,371,371,mid,4.0,충남대학교 중앙도서관,3,2.0,36.368368241858,127.34200008888,34134.0,대전광역시 유성구 대학로 99,,,[1],,,,,,,
372,372,372,372,372,372,mid,4.0,하나은행(충남대지점),7,,36.368368241858,127.34200008888,34134.0,대전광역시 유성구 대학로 99,,042-544-1111,[1],no_rating,,,"{'월': ['09:00 - 16:00'], '화': ['09:00 - 16:00'], '수': ['09:00 - 16:00'], '목': ['09:00 - 16:00'], '금': ['09:00 - 16:00'], '토': ['정기휴무 (매주 토요일)'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
373,373,373,373,373,373,mid,4.0,케익하우스 시온,1,,36.316266573692,127.43789393559,35029.0,대전광역시 중구 보문로20번길 38,,042-226-9133,[1],4.39,[166],[],"{'월': ['06:00 - 22:00'], '화': ['06:00 - 22:00'], '수': ['06:00 - 22:00'], '목': ['06:00 - 22:00'], '금': ['06:00 - 22:00'], '토': ['06:00 - 22:00'], '일': ['정기휴무 (매주 일요일)']}",{},[],"{'비빔밥고로케': '2,000원', '밤식빵': '5,000원', '야채브레드': '4,000원', '불고기피자': '5,000원'}"
374,374,374,374,374,374,mid,4.0,카페 시드니,1,,36.351566296172,127.38257169304,35233.0,대전광역시 서구 둔산로 77,,,[1],,,,,,,
375,375,375,375,375,375,mid,4.0,국가인권위원회 대전인권사무소,9,,36.344783143706,127.38453917425,,,,042-472-4870,[1],no_rating,,,[],{},[],{}
376,376,376,376,376,376,mid,4.0,Coffeenie KT대전점,1,,36.344783143706,127.38453917425,,,,042-488-1326,[1],4.3,[53],[],[],{},[],{}
377,377,377,377,377,377,mid,4.0,롯데리아(홈플러스대전둔산점),0,7.0,36.356371697114,127.38916406247,35236.0,대전광역시 서구 문예로 107,,,[1],,,,,,,
378,378,378,378,378,378,mid,3.5,죠스떡볶이(대전시청역점),0,1.0,36.350978785418,127.38814349337,35241.0,대전광역시 서구 둔산로 130,,042-471-1713,[1],4.53,[418],[],{'매일': ['11:00 - 23:00']},{},[],"{'트윈세트': '20,000원', '치즈세트': '21,500원'}"
379,379,379,379,379,379,mid,4.0,용문동 일공공일 안경원,7,,36.334750394104,127.3892569759,35302.0,대전광역시 서구 도산로 330,,042-538-3100,[1],4.47,[88],[],,{},[],{}
380,380,380,380,380,380,mid,4.0,대청호 카페 아름 ,1,,36.448904688631,127.44359524731,34315.0,대전광역시 대덕구 대청로 167,,,[1],,,,,,,
381,381,381,381,381,381,mid,4.0,청담 한의원,2,,36.426962274147,127.38908786569,34017.0,대전광역시 유성구 테크노중앙로 32,,042-935-7575,[1],no_rating,,,"{'월': ['09:30 - 19:00', '13:00 - 14:00 휴게시간'], '화': ['09:30 - 19:00', '13:00 - 14:00 휴게시간'], '수': ['09:30 - 20:00', '13:00 - 14:00 휴게시간'], '목': ['정기휴무 (매주 목요일)'], '금': ['09:30 - 20:00', '13:00 - 14:00 휴게시간'], '토': ['09:30 - 13:00'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
382,382,382,382,382,382,mid,4.0,하늘약국,2,,36.391314465451,127.31216630749,34068.0,대전광역시 유성구 반석로 23,,,[1],,,,,,,
383,383,383,383,383,383,mid,4.0,KDB 산업은행 (대덕지점),9,,36.425153738802,127.3898861758,,,,,[1],,,,,,,
384,384,384,384,384,384,mid,4.0,신포우리만두(중동점),0,1.0,36.330935051224,127.43069649671,34627.0,대전광역시 동구 중앙로193번길 8,,061-794-0039,[1],4.33,[192],"[{""\""\u00ec\u009d\u008c\u00ec\u008b\u009d\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""65""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""30""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""28""}, {""\""\u00ed\u0098\u00bc\u00eb\u00b0\u00a5\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""25""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""17""}, {""\""\u00ec\u0096\u0091\u00ec\u009d\u00b4 \u00eb\u00a7\u008e\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""10""}, {""\""\u00ec\u009e\u00ac\u00eb\u00a3\u008c\u00ea\u00b0\u0080 \u00ec\u008b\u00a0\u00ec\u0084\u00a0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""8""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""7""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u00a9\u0094\u00eb\u0089\u00b4\u00ea\u00b0\u0080 \u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""4""}, {""\""\u00ed\u0099\u0094\u00ec\u009e\u00a5\u00ec\u008b\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u00a8\u00eb\u0081\u0097\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""4""}, {""\""\u00eb\u008b\u00a8\u00ec\u00b2\u00b4\u00eb\u00aa\u00a8\u00ec\u009e\u0084 \u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ec\u009d\u00b8\u00ed\u0085\u008c\u00eb\u00a6\u00ac\u00ec\u0096\u00b4\u00ea\u00b0\u0080 \u00eb\u00a9\u008b\u00ec\u00a0\u00b8\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u0082\u00a0 \u00ea\u00b0\u0080\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00eb\u00b7\u00b0\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""2""}]",[],{},[],"{'고기만두': '4,500원', '비빔만두': '7,500원', '해물부추만두': '5,000원', '우리쫄면': '6,000원'}"
385,385,385,385,385,385,mid,4.0,일품교동짬뽕(대전역점),0,3.0,36.33139075085,127.43227609317,34627.0,대전광역시 동구 대전로 805,,,[1],,,,,,,
386,386,386,386,386,386,mid,4.0,아르누보 이미란꽃집,7,,36.348407919553,127.38725289503,35260.0,대전광역시 서구 둔산중로 20,,,[1],,,,,,,
387,387,387,387,387,387,mid,4.0,황기순의 손칼국수&왕돈까스(대전 중앙점),0,1.0,36.328804198793,127.4308273258,34628.0,대전광역시 동구 대전로785번길 51,,042-223-3555,[1],4.4,[247],[],[],{},[],{}
388,388,388,388,388,388,mid,4.0,고봉민 김밥 탄방동점,0,1.0,36.344326414208,127.38420719976,35262.0,대전광역시 서구 문정로48번길 52,,,[1],,,,,,,
389,389,389,389,389,389,mid,4.0,파스쿠찌 탄방점,1,,36.344326414208,127.38420719976,35262.0,대전광역시 서구 문정로48번길 52,,042-382-8497,[1],4.39,[419],[],"{'월': ['10:00 - 21:30'], '화': ['10:00 - 21:30'], '수': ['10:00 - 21:30'], '목': ['10:00 - 21:30'], '금': ['10:00 - 21:30'], '토': ['10:00 - 21:00'], '일': ['10:00 - 21:00']}",{},[],{}
390,390,390,390,390,390,mid,4.0,언아비어학원(테크노점),7,,36.425153738802,127.3898861758,,,,,[1],,,,,,,
391,391,391,391,391,391,mid,4.0,LG유플러스,7,,36.424670941528,127.38981685621,34018.0,대전광역시 유성구 관평2로 22,,042-584-6010,[1],no_rating,,,"{'월': ['10:00 - 20:00'], '화': ['10:00 - 20:00'], '수': ['10:00 - 20:00'], '목': ['10:00 - 20:00'], '금': ['10:00 - 20:00'], '토': ['10:00 - 20:00'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
392,392,392,392,392,392,mid,4.0,알레르망(대전둔산점),7,,36.354115886842,127.37997720112,35233.0,대전광역시 서구 대덕대로 238,,0507-1400-2880,[1],4.49,[87],[],{'매일': ['10:00 - 21:00']},{},[],{}
393,393,393,393,393,393,mid,4.0,JUST THE COFFEENIE 관저점,1,,36.304919706494,127.33634738925,35360.0,대전광역시 서구 도안남로 145,,,[1],,,,,,,
394,394,394,394,394,394,mid,4.0,미소야 은행점,0,4.0,36.32853361117,127.4288879594,34922.0,대전광역시 중구 중앙로170번길 24,,,[1],,,,,,,
395,395,395,395,395,395,mid,4.0,스토리웨이 대전시청점,7,,36.350171211455,127.38483749331,,,,,[1],,,,,,,
396,396,396,396,396,396,mid,4.0,둔산동 S마켓,7,,36.356371697114,127.38916406247,35236.0,대전광역시 서구 문예로 107,,0507-1428-3057,[1],no_rating,,,[],{},[],{}
397,397,397,397,397,397,mid,4.0,탄방동 아름다운치과,2,,36.340808627949,127.39075301212,35264.0,대전광역시 서구 계룡로 607,,0507-1435-2878,[1],no_rating,,,"{'월': ['09:30 - 18:30', '12:30 - 14:00 휴게시간', '11:30, 17:30 접수마감'], '화': ['09:30 - 18:30', '12:30 - 14:00 휴게시간', '11:30, 17:30 접수마감'], '수': ['09:30 - 18:30', '12:30 - 14:00 휴게시간', '11:30, 17:30 접수마감'], '목': ['09:30 - 18:30', '12:30 - 14:00 휴게시간', '11:30, 17:30 접수마감'], '금': ['09:30 - 18:30', '12:30 - 14:00 휴게시간', '11:30, 17:30 접수마감'], '토': ['09:30 - 13:00', '12:00 접수마감'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
398,398,398,398,398,398,mid,4.0,LG전자 베스트샵 유성온천점,7,,36.353665882372,127.3415792593,34179.0,대전광역시 유성구 계룡로 지하 97,,042-822-9339,[1],4.44,[153],"[{""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""57""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""31""}, {""\""\u00ec\u0084\u00a4\u00eb\u00aa\u0085\u00ec\u009d\u00b4 \u00ec\u009e\u0090\u00ec\u0084\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""29""}, {""\""\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""20""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""20""}, {""\""\u00ea\u00b0\u0080\u00ea\u00b2\u00a9\u00ec\u009d\u00b4 \u00ed\u0095\u00a9\u00eb\u00a6\u00ac\u00ec\u00a0\u0081\u00ec\u009d\u00b4\u00ec\u0097\u0090\u00ec\u009a\u0094\"""": ""16""}, {""\""\u00ec\u008b\u00a0\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u008e\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""8""}, {""\""\u00eb\u00b0\u00b0\u00ec\u0086\u00a1\u00ec\u009d\u00b4 \u00eb\u00b9\u00a8\u00eb\u009d\u00bc\u00ec\u009a\u0094\"""": ""5""}]","{'월': ['10:30 - 20:30'], '화': ['10:30 - 20:30'], '수': ['10:30 - 20:30'], '목': ['10:30 - 20:30'], '금': ['10:30 - 20:30'], '토': ['10:30 - 20:30'], '일': ['11:00 - 20:30']}",{},[],{}
399,399,399,399,399,399,mid,4.0,유니베라 대전유성영업국,7,,36.35575477091,127.33714975768,34169.0,대전광역시 유성구 계룡로 55,,0507-1367-0622,[1],no_rating,,,"{'월': ['09:00 - 18:00'], '화': ['09:00 - 18:00'], '수': ['09:00 - 18:00'], '목': ['09:00 - 18:00'], '금': ['09:00 - 18:00'], '토': ['정보없음'], '일': ['정보없음']}",{},[],{}
400,400,400,400,400,400,mid,4.0,행복조개찜,0,1.0,36.358831960864,127.34515376517,34185.0,대전광역시 유성구 온천북로13번길 40,,,[1],,,,,,,
401,401,401,401,401,401,mid,4.0,5남매 떡뽁이,0,1.0,36.342092956451,127.30352178289,34209.0,대전광역시 유성구 학하남로 7,,,[1],,,,,,,
402,402,402,402,402,402,mid,4.0,국회의원박범계사무실,7,,36.358100476344,127.37726022706,35220.0,대전광역시 서구 한밭대로 705,,042-485-4413,[1],no_rating,,,[],{},[],{}
403,403,403,403,403,403,mid,4.0,화이트서울치과 ,2,,36.319831984046,127.40508053199,34959.0,대전광역시 중구 서문로 133,,0507-1314-8234,[1],no_rating,,,"{'월': ['09:00 - 18:30', '12:30 - 14:00 휴게시간', '11:30, 17:30 접수마감'], '화': ['09:00 - 18:30', '12:30 - 14:00 휴게시간', '11:30, 17:30 접수마감'], '수': ['09:00 - 18:30', '12:30 - 14:00 휴게시간', '11:30, 17:30 접수마감'], '목': ['정기휴무 (매주 목요일)'], '금': ['09:00 - 18:30', '12:30 - 14:00 휴게시간', '11:30, 17:30 접수마감'], '토': ['09:00 - 13:00', '12:00 접수마감'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
404,404,404,404,404,404,mid,4.0,일억조 한우소고기국밥,0,1.0,36.328805456187,127.42341437081,34838.0,대전광역시 중구 대종로505번길 28,,,[1],,,,,,,
405,405,405,405,405,405,mid,4.0,지오 커피 한밭대점,1,,36.348665939596,127.29859661602,34159.0,대전광역시 유성구 학하서로121번길 140,,042-823-6958,[1],4.43,[44],"[{""\""\u00ec\u00bb\u00a4\u00ed\u0094\u00bc\u00ea\u00b0\u0080 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""18""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""8""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ec\u009d\u008c\u00eb\u00a3\u008c\u00ea\u00b0\u0080 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""4""}, {""\""\u00ed\u0099\u0094\u00ec\u009e\u00a5\u00ec\u008b\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u00a8\u00eb\u0081\u0097\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""4""}, {""\""\u00eb\u0094\u0094\u00ec\u00a0\u0080\u00ed\u008a\u00b8\u00ea\u00b0\u0080 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00eb\u008c\u0080\u00ed\u0099\u0094\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u00a9\u0094\u00eb\u0089\u00b4\u00ea\u00b0\u0080 \u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00ec\u00a7\u0091\u00ec\u00a4\u0091\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00ec\u009d\u00b8\u00ed\u0085\u008c\u00eb\u00a6\u00ac\u00ec\u0096\u00b4\u00ea\u00b0\u0080 \u00eb\u00a9\u008b\u00ec\u00a0\u00b8\u00ec\u009a\u0094\"""": ""1""}, {""\""\u00ec\u0082\u00ac\u00ec\u00a7\u0084\u00ec\u009d\u00b4 \u00ec\u009e\u0098 \u00eb\u0082\u0098\u00ec\u0099\u0080\u00ec\u009a\u0094\"""": ""1""}]",[],{},[],{}
406,406,406,406,406,406,mid,4.0,KB국민은행ATM,7,,35.163508496598,129.16045179777,,,,,[1],no_rating,,,,,,
407,407,407,407,407,407,mid,4.0,선사내과,2,,36.360068623896,127.37726526913,35214.0,대전광역시 서구 청사로 121,,042-486-5471,[1],no_rating,,,"{'월': ['08:45 - 18:00', '12:30 - 13:30 휴게시간'], '화': ['08:45 - 18:00', '12:30 - 13:30 휴게시간'], '수': ['08:45 - 18:00', '12:30 - 13:30 휴게시간'], '목': ['08:45 - 18:00', '12:30 - 13:30 휴게시간'], '금': ['08:45 - 18:00', '12:30 - 13:30 휴게시간'], '토': ['08:45 - 14:00'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
408,408,408,408,408,408,mid,4.0,선사소아청소년과,2,,36.360068623896,127.37726526913,35214.0,대전광역시 서구 청사로 121,,042-483-5525,[1],no_rating,,,,{},[],{}
409,409,409,409,409,409,mid,4.0,명안과,2,,36.360068623896,127.37726526913,35214.0,대전광역시 서구 청사로 121,,042-486-2341,[1],no_rating,,,"{'월': ['09:00 - 18:30', '12:30 - 14:00 휴게시간', '18:00 접수마감'], '화': ['09:00 - 18:30', '12:30 - 14:00 휴게시간', '18:00 접수마감'], '수': ['09:00 - 18:30', '12:30 - 14:00 휴게시간', '18:00 접수마감'], '목': ['09:00 - 18:30', '12:30 - 14:00 휴게시간', '18:00 접수마감'], '금': ['09:00 - 18:30', '12:30 - 14:00 휴게시간', '18:00 접수마감'], '토': ['09:00 - 13:30', '13:00 접수마감'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
410,410,410,410,410,410,mid,4.0,신재활의학과의원,2,,36.360068623896,127.37726526913,35214.0,대전광역시 서구 청사로 121,,042-824-7275,[1],no_rating,,,"{'월': ['09:00 - 19:30'], '화': ['09:00 - 19:30'], '수': ['09:00 - 19:30'], '목': ['09:00 - 19:30'], '금': ['09:00 - 19:30'], '토': ['09:00 - 13:00'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
411,411,411,411,411,411,mid,4.0,대전 롯데시네마,3,3.0,36.340412352413,127.38957476152,35299.0,대전광역시 서구 계룡로 598,,1544-8855,[1],,,,[],{},[],{}
412,412,412,412,412,412,mid,4.0,마더스약국(둔산 이마트 3층),2,,36.356379443362,127.37776441735,35229.0,대전광역시 서구 둔산북로 41,,,[1],,,,,,,
413,413,413,413,413,413,mid,4.0,선사 성형외과,2,,36.360068623896,127.37726526913,35214.0,대전광역시 서구 청사로 121,,042-486-1654,[1],no_rating,,,"{'월': ['09:30 - 18:30'], '화': ['09:30 - 18:30'], '수': ['09:30 - 14:00'], '목': ['14:00 - 18:30'], '금': ['09:30 - 18:30'], '토': ['09:30 - 14:00'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
414,414,414,414,414,414,mid,4.0,미엔느치과,2,,36.360068623896,127.37726526913,35214.0,대전광역시 서구 청사로 121,,042-476-9700,[1],no_rating,,,,{},[],{}
415,415,415,415,415,415,mid,4.0,이마트 둔산점,7,,36.356379443362,127.37776441735,35229.0,대전광역시 서구 둔산북로 41,,042-479-1234,[1],,,,"{'월': ['10:00 - 23:00'], '화': ['10:00 - 23:00'], '수': ['10:00 - 23:00'], '목': ['10:00 - 23:00'], '금': ['10:00 - 23:00'], '토': ['10:00 - 23:00'], '일(3/26)': ['휴무']}",{},[],{}
416,416,416,416,416,416,mid,4.0,롯데백화점 대전점,7,,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,1577-0001,[1],,,,"{'월': ['10:30 - 20:00'], '화': ['10:30 - 20:00'], '수': ['10:30 - 20:00'], '목': ['10:30 - 20:00'], '금': ['10:30 - 20:30'], '토': ['10:30 - 20:30'], '일': ['10:30 - 20:30']}",{},[],{}
417,417,417,417,417,417,mid,4.0,롯데시네마 대전점,3,3.0,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,1544-8855,[1],,,,[],{},[],{}
418,418,418,418,418,418,mid,4.0,TGI프라이데이즈 대전롯데점,0,6.0,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,,[1],,,,,,,
419,419,419,419,419,419,mid,4.0,가야 롯데백화점 대전점,0,,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,,[1],,,,,,,
420,420,420,420,420,420,mid,4.0,서래면옥 롯데백화점대전점,0,1.0,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,,[1],,,,,,,
421,421,421,421,421,421,mid,4.0,엔제리너스 롯데백화점대전점,1,,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,,[1],,,,,,,
422,422,422,422,422,422,mid,4.0,이조 롯데백화점 대전점,0,1.0,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,,[1],,,,,,,
423,423,423,423,423,423,mid,4.0,롯데갤러리 대전점,3,5.0,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,042-601-2828,[1],no_rating,,,[],{},[],{}
424,424,424,424,424,424,mid,4.0,이철헤어커커 대전롯데백화점,7,,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,042-526-2326,[1],4.9,[289],[],"{'월': ['10:30 - 20:00'], '화': ['10:30 - 20:00'], '수': ['10:30 - 20:00'], '목': ['10:30 - 20:00'], '금': ['10:30 - 20:00'], '토': ['10:30 - 20:30'], '일': ['10:30 - 20:30']}",{},[],{}
425,425,425,425,425,425,mid,4.0,전주관 롯데백화점대전점,0,1.0,36.340628674751,127.38956247212,35299.0,대전광역시 서구 계룡로 598,,,[1],,,,,,,
426,426,426,426,426,426,mid,4.0,바비네일,7,,36.339918528089,127.39067282152,35299.0,대전광역시 서구 계룡로 616,,0507-1462-5052,[1],4.89,[14],[],"{'월': ['11:00 - 21:00'], '화': ['11:00 - 21:00'], '수': ['11:00 - 21:00'], '목': ['11:00 - 21:00'], '금': ['11:00 - 21:00'], '토': ['11:00 - 21:00'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
427,427,427,427,427,427,mid,4.0,이쁜아이,7,,36.339918528089,127.39067282152,35299.0,대전광역시 서구 계룡로 616,,,[1],,,,,,,
428,428,428,428,428,428,mid,4.0,수네일,7,,36.339831681552,127.39077486518,35299.0,대전광역시 서구 계룡로 616,,0507-1342-2399,[1],no_rating,,,,{},[],{}
429,429,429,429,429,429,mid,4.0,박서방,7,,36.339918528089,127.39067282152,35299.0,대전광역시 서구 계룡로 616,,0507-1406-0132,[1],4.71,[187],[],"{'월': ['10:30 - 19:00'], '화': ['정기휴무 (매주 화요일)'], '수': ['10:30 - 19:00'], '목': ['10:30 - 19:00'], '금': ['10:30 - 19:00'], '토': ['10:30 - 19:00'], '일': ['10:30 - 19:00']}","{'은쨩life': '뽑기운이 참 나쁘네요🤭🤭_x000D_\n가격은 상당히 비싼데 피규어가 뽑히면 좋은 가격이긴해요.', '나름대로29': '키덜트분들한테 좋아요', '꼬들밥해라': '원하던 책이 다행히도 있었어요 굿 ,'}",[],{}
430,430,430,430,430,430,mid,4.0,손에핀꽃,7,,36.339918528089,127.39067282152,35299.0,대전광역시 서구 계룡로 616,,,[1],,,,,,,
431,431,431,431,431,431,mid,4.0,스토리박스,1,,36.339918528089,127.39067282152,35299.0,대전광역시 서구 계룡로 616,,,[1],,,,,,,
432,432,432,432,432,432,mid,4.0,하우스그릴,-,,36.339918528089,127.39067282152,35299.0,대전광역시 서구 계룡로 616,,,[1],,,,,,,
433,433,433,433,433,433,mid,4.0,오렌지헤어,7,,36.339831681552,127.39077486518,35299.0,대전광역시 서구 계룡로 616,,042-537-7444,[1],4.53,[37],[],,{},[],{}
434,434,434,434,434,434,mid,4.0,디에테,1,,36.310939822118,127.45688668812,34679.0,대전광역시 동구 신기로101번길 30-18,,042-273-2240,[1],4.35,[320],[],{'매일': ['10:00 - 23:00']},"{'별이8737': '주인이 바뀌는지 페인트 냄세 심함 전보다 아이스_x000D_\n크림 적고  연한 커피  그럭저럭 맛있게 먹음...', 'Jenna64': '동네카페가 사라지나 싶었는데 리모델링 하는 거였_x000D_\n네요! 기본인 아메리카노가 맛있어서 넘 좋아요! 다_x000D_\n만 예전에는 의자가 편했는데 새로 단장하면...', '해피초이30': '식후 디저트는 필수_x000D_\n달달한건 다 좋아요'}",[],"{'아메리카노': '3,000원', '헤이즐넛 아메리카노': '3,500원', '카페라떼': '3,700원', '헤이즐넛 라떼': '4,000원'}"
